ID	Name	Bgd count	Result count	Result gene list	Pct of bgd	Fold enrichment	Odds ratio	P-value	Benjamini	Bonferroni
ec00966__PK__KEGG	Glucosinolate biosynthesis	58	11	CNAG_00605,CNAG_01865,CNAG_02933,CNAG_03557,CNAG_03808,CNAG_05095,CNAG_05676,CNAG_05721,CNAG_05842,CNAG_06074,CNAG_07745,	19.0	2.17	2.55	0.00973054789825	0.086358612597	1.0
ec01055__PK__KEGG	Biosynthesis of vancomycin group antibiotics	6	3	CNAG_01865,CNAG_03808,CNAG_05676,	50.0	5.72	10.62	0.0107601482558	0.0883175298316	1.0
ec00260__PK__KEGG	Glycine, serine and threonine metabolism	109	17	CNAG_00115,CNAG_00735,CNAG_01558,CNAG_01615,CNAG_01777,CNAG_01896,CNAG_02655,CNAG_02818,CNAG_02933,CNAG_03187,CNAG_05521,CNAG_05723,CNAG_06169,CNAG_06628,CNAG_06759,CNAG_06913,CNAG_07745,	15.6	1.78	2.04	0.0111951798378	0.0883175298316	1.0
ec00281__PK__KEGG	Geraniol degradation	30	7	CNAG_02562,CNAG_04531,CNAG_05721,CNAG_05723,CNAG_06628,CNAG_07745,CNAG_07862,	23.3	2.67	3.28	0.0123807731819	0.0911125507503	1.0
ec00380__PK__KEGG	Tryptophan metabolism	174	24	CNAG_00484,CNAG_00735,CNAG_01777,CNAG_01846,CNAG_01865,CNAG_02335,CNAG_02933,CNAG_03187,CNAG_03596,CNAG_03808,CNAG_04080,CNAG_04531,CNAG_04659,CNAG_04934,CNAG_04981,CNAG_05521,CNAG_05676,CNAG_05721,CNAG_05820,CNAG_05842,CNAG_06026,CNAG_06088,CNAG_06628,CNAG_06759,	13.8	1.58	1.79	0.0128327536268	0.0911125507503	1.0
ec00040__PK__KEGG	Pentose and glucuronate interconversions	77	13	CNAG_00115,CNAG_00684,CNAG_01116,CNAG_01558,CNAG_01615,CNAG_01777,CNAG_01846,CNAG_01896,CNAG_05521,CNAG_05723,CNAG_06169,CNAG_06628,CNAG_07745,	16.9	1.93	2.22	0.013678087775	0.0924899268595	1.0
ec00364__PK__KEGG	Fluorobenzoate degradation	31	7	CNAG_00662,CNAG_01044,CNAG_02505,CNAG_02655,CNAG_02933,CNAG_04934,CNAG_06759,	22.6	2.58	3.14	0.0148462097715	0.0958255357979	1.0
ec00350__PK__KEGG	Tyrosine metabolism	187	25	CNAG_00115,CNAG_00484,CNAG_01558,CNAG_01615,CNAG_01846,CNAG_01896,CNAG_02335,CNAG_02655,CNAG_02673,CNAG_02933,CNAG_03113,CNAG_03187,CNAG_03564,CNAG_03808,CNAG_03991,CNAG_04659,CNAG_05676,CNAG_05723,CNAG_05820,CNAG_06026,CNAG_06088,CNAG_06169,CNAG_06628,CNAG_06759,CNAG_07745,	13.4	1.53	1.73	0.0163248779081	0.10078837665	1.0
ec00120__PK__KEGG	Primary bile acid biosynthesis	47	9	CNAG_00605,CNAG_01615,CNAG_01896,CNAG_02933,CNAG_05095,CNAG_05721,CNAG_05842,CNAG_06074,CNAG_07745,	19.1	2.19	2.56	0.0177369256171	0.104943476568	1.0
ec00061__PK__KEGG	Fatty acid biosynthesis	64	11	CNAG_00484,CNAG_00648,CNAG_00984,CNAG_01116,CNAG_02000,CNAG_03019,CNAG_03564,CNAG_03991,CNAG_05095,CNAG_06074,CNAG_06759,	17.2	1.97	2.26	0.0200465151224	0.109130419869	1.0
ec00622__PK__KEGG	Xylene degradation	19	5	CNAG_01846,CNAG_02933,CNAG_04934,CNAG_06628,CNAG_06759,	26.3	3.01	3.82	0.0203010304065	0.109130419869	1.0
ec00950__PK__KEGG	Isoquinoline alkaloid biosynthesis	144	20	CNAG_00484,CNAG_00605,CNAG_02335,CNAG_02933,CNAG_03187,CNAG_03564,CNAG_03808,CNAG_03991,CNAG_04443,CNAG_04659,CNAG_05077,CNAG_05095,CNAG_05607,CNAG_05676,CNAG_05721,CNAG_05820,CNAG_06026,CNAG_06074,CNAG_06088,CNAG_07745,	13.9	1.59	1.78	0.0212441281136	0.109130419869	1.0
ec00561__PK__KEGG	Glycerolipid metabolism	73	12	CNAG_00648,CNAG_00735,CNAG_01615,CNAG_01711,CNAG_01896,CNAG_03162,CNAG_03564,CNAG_05723,CNAG_05860,CNAG_06169,CNAG_06628,CNAG_07745,	16.4	1.88	2.14	0.0215186743403	0.109130419869	1.0
ec00640__PK__KEGG	Propanoate metabolism	109	16	CNAG_00061,CNAG_00605,CNAG_01615,CNAG_01777,CNAG_01846,CNAG_01896,CNAG_02562,CNAG_02933,CNAG_04531,CNAG_05095,CNAG_05134,CNAG_05521,CNAG_05721,CNAG_06074,CNAG_07745,CNAG_07747,	14.7	1.68	1.89	0.0237841560536	0.116460350331	1.0
ec00650__PK__KEGG	Butanoate metabolism	110	16	CNAG_00115,CNAG_00605,CNAG_01558,CNAG_01777,CNAG_02562,CNAG_02673,CNAG_02933,CNAG_04531,CNAG_05095,CNAG_05134,CNAG_05260,CNAG_05721,CNAG_06074,CNAG_06628,CNAG_07745,CNAG_07862,	14.5	1.66	1.87	0.0257479642296	0.121873697354	1.0
ec00300__PK__KEGG	Lysine biosynthesis	36	7	CNAG_01865,CNAG_03808,CNAG_05134,CNAG_05676,CNAG_05820,CNAG_06026,CNAG_06088,	19.4	2.22	2.59	0.032551595156	0.148820594128	1.0
ec00130__PK__KEGG	Ubiquinone and other terpenoid-quinone biosynthesis	69	11	CNAG_01846,CNAG_02673,CNAG_03019,CNAG_03808,CNAG_03992,CNAG_04443,CNAG_04934,CNAG_05077,CNAG_05607,CNAG_05676,CNAG_05842,	15.9	1.82	2.05	0.0335370352964	0.148820594128	1.0
ec00960__PK__KEGG	Tropane, piperidine and pyridine alkaloid biosynthesis	63	10	CNAG_00484,CNAG_03113,CNAG_03564,CNAG_03808,CNAG_03991,CNAG_05676,CNAG_05820,CNAG_06026,CNAG_06074,CNAG_06088,	15.9	1.82	2.04	0.0429561793652	0.183648093574	1.0
ec00621__PK__KEGG	Dioxin degradation	23	5	CNAG_01846,CNAG_02933,CNAG_04934,CNAG_06628,CNAG_06759,	21.7	2.49	2.96	0.0442256714199	0.183648093574	1.0
ec00780__PK__KEGG	Biotin metabolism	55	9	CNAG_00984,CNAG_01116,CNAG_01686,CNAG_02000,CNAG_04104,CNAG_04401,CNAG_05095,CNAG_06074,CNAG_06759,	16.4	1.87	2.11	0.0452653751767	0.183648093574	1.0
ec00220__PK__KEGG	Arginine biosynthesis	47	8	CNAG_01865,CNAG_03808,CNAG_05134,CNAG_05540,CNAG_05676,CNAG_06026,CNAG_06088,CNAG_07944,	17.0	1.95	2.2	0.047110786146	0.185825878687	1.0
